model_id,precision,runtime,Torch Accuracy,Sim Accuracy,Device Accuracy,PSNR_0,PSNR_1,PSNR_2,PSNR_3,PSNR_4,PSNR_5,PSNR_6,PSNR_7,PSNR_8,PSNR_9,date,branch,chipset,dataset_name,dataset_link,split_description,metric_name,metric_unit,metric_description,metric_min,metric_max,metric_threshold,metric_higher_is_better,num_samples
tcswifty_torchscript,float,tflite,,,,77.84,80.61,82.63,80.48,86.69,,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcswifty_torchscript,float,qnn_dlc,,,,77.84,80.61,82.63,80.48,86.69,,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tctc2convnet_torchscript,float,tflite,,,,86.91,,,,,,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tctc2convnet_torchscript,float,qnn_dlc,,,,86.1,,,,,,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tctc2convnet_torchscript,float,qnn_dlc_via_qnn_ep,,,,86.1,,,,,,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tctc2convnet_torchscript,float,onnx,,,,86.1,,,,,,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tctc2decoderstep_torchscript,float,tflite,,,,73.66,72.32,74.63,73.75,58.35,76.6,71.98,71.25,100.0,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tctc2encoderstep_torchscript,float,tflite,,,,72.56,72.32,72.4,73.37,73.04,72.9,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tctc2encoderstep_torchscript,float,qnn_dlc,,,,12.37,7.359,8.47,24.68,2.168,24.8,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tctc2encoderstep_torchscript,float,qnn_dlc_via_qnn_ep,,,,7.113,3.963,8.47,6.478,2.318,8.522,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tctc2encoderstep_torchscript,float,onnx,,,,72.56,72.32,72.4,73.37,73.04,72.9,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tctc2memorylayer_torchscript,float,tflite,,,,82.59,,,,,,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tctc2memorylayer_torchscript,float,qnn_dlc,,,,82.59,,,,,,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tctc2memorylayer_torchscript,float,qnn_dlc_via_qnn_ep,,,,82.59,,,,,,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tctc2memorylayer_torchscript,float,onnx,,,,82.59,,,,,,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tctc2postnet_torchscript,float,tflite,,,,65.64,,,,,,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tctc2postnet_torchscript,float,qnn_dlc,,,,75.69,,,,,,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tctc2postnet_torchscript,float,qnn_dlc_via_qnn_ep,,,,75.69,,,,,,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tctc2postnet_torchscript,float,onnx,,,,75.69,,,,,,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tctfv5_torchscript,float,tflite,,,,59.42,,,,,,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tctfv5_torchscript,float,qnn_dlc,,,,59.31,,,,,,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tctfv5_torchscript,float,qnn_dlc_via_qnn_ep,,,,59.59,,,,,,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tctfv5_torchscript,float,onnx,,,,59.51,,,,,,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcvocoder_torchscript,float,tflite,,,,50.49,,,,,,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcvocoder_torchscript,float,qnn_dlc,,,,50.47,,,,,,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcvocoder_torchscript,float,qnn_dlc_via_qnn_ep,,,,50.47,,,,,,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcvocoder_torchscript,float,onnx,,,,50.47,,,,,,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcvoicealigncruse_torchscript,float,tflite,,,,80.09,,,,,,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcvoicealigncruse_torchscript,float,qnn_dlc,,,,80.36,,,,,,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcvoicealigncruse_torchscript,float,onnx,,,,80.36,,,,,,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
uniformer_torchscript,float,tflite,,,,10.01,,,,,,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
uniformer_torchscript,float,qnn_dlc,,,,40.54,,,,,,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
uniformer_torchscript,float,qnn_dlc_via_qnn_ep,,,,40.57,,,,,,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
uniformer_torchscript,float,onnx,,,,40.57,,,,,,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
zerodce_torchscript,float,tflite,,,,51.32,45.87,33.11,,,,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
zerodceplusplus_torchscript,float,tflite,,,,46.02,35.55,,,,,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
zerodceplusplus_torchscript,float,qnn_dlc,,,,46.02,35.55,,,,,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
zerodceplusplus_torchscript,float,qnn_dlc_via_qnn_ep,,,,-11.3,1.882,,,,,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
zerodceplusplus_torchscript,float,onnx,,,,46.02,35.55,,,,,,,,,2026-08-30,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
intern3_5_vl_2b,w4a16,geniex_qairt,79.8,,69.9,,,,,,,,,,,2026-09-01,main,qualcomm-snapdragon-x-elite,grace2,https://github.com/qualcomm/ai-hub-models/blob/main/tutorials/llm/grace.md,on-device prompt eval set,Grace2,%,Grading Response Accuracy Evaluation: percentage score from grading generated responses to the Grace2 prompt set with a grader LLM.,0.0,100.0,10.0,True,100.0
gemma_4_e2b_it,q4_0,geniex_llamacpp,95.8,,93.3,,,,,,,,,,,2026-09-02,main,qualcomm-snapdragon-x-elite,grace2,https://github.com/qualcomm/ai-hub-models/blob/main/tutorials/llm/grace.md,on-device prompt eval set,Grace2,%,Grading Response Accuracy Evaluation: percentage score from grading generated responses to the Grace2 prompt set with a grader LLM.,0.0,100.0,10.0,True,100.0
qwen3_5_0_8b,q4_0,geniex_llamacpp,63.2,,62.7,,,,,,,,,,,2026-09-02,main,qualcomm-snapdragon-x-elite,grace2,https://github.com/qualcomm/ai-hub-models/blob/main/tutorials/llm/grace.md,on-device prompt eval set,Grace2,%,Grading Response Accuracy Evaluation: percentage score from grading generated responses to the Grace2 prompt set with a grader LLM.,0.0,100.0,10.0,True,100.0
qwen3_5_2b,q4_0,geniex_llamacpp,79.5,,74.0,,,,,,,,,,,2026-09-02,main,qualcomm-snapdragon-x-elite,grace2,https://github.com/qualcomm/ai-hub-models/blob/main/tutorials/llm/grace.md,on-device prompt eval set,Grace2,%,Grading Response Accuracy Evaluation: percentage score from grading generated responses to the Grace2 prompt set with a grader LLM.,0.0,100.0,10.0,True,100.0
gemma_4_e4b_it,q4_0,geniex_llamacpp,97.2,,96.0,,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-x-elite,grace2,https://github.com/qualcomm/ai-hub-models/blob/main/tutorials/llm/grace.md,on-device prompt eval set,Grace2,%,Grading Response Accuracy Evaluation: percentage score from grading generated responses to the Grace2 prompt set with a grader LLM.,0.0,100.0,10.0,True,100.0
gemma_4_e4b_it,w4a16,geniex_qairt,97.2,,78.7,,,,,,,,,,,2026-09-11,main,qualcomm-snapdragon-x-elite,grace2,https://github.com/qualcomm/ai-hub-models/blob/main/tutorials/llm/grace.md,on-device prompt eval set,Grace2,%,Grading Response Accuracy Evaluation: percentage score from grading generated responses to the Grace2 prompt set with a grader LLM.,0.0,100.0,10.0,True,100.0
granite_4_0_micro,q4_0,geniex_llamacpp,,,92.1,,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-x-elite,grace2,https://github.com/qualcomm/ai-hub-models/blob/main/tutorials/llm/grace.md,on-device prompt eval set,Grace2,%,Grading Response Accuracy Evaluation: percentage score from grading generated responses to the Grace2 prompt set with a grader LLM.,0.0,100.0,10.0,True,100.0
ministral_3_3b_instruct_2512,q4_0,geniex_llamacpp,,,82.6,,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-x-elite,grace2,https://github.com/qualcomm/ai-hub-models/blob/main/tutorials/llm/grace.md,on-device prompt eval set,Grace2,%,Grading Response Accuracy Evaluation: percentage score from grading generated responses to the Grace2 prompt set with a grader LLM.,0.0,100.0,10.0,True,100.0
qwen3_0_6b,q4_0,geniex_llamacpp,71.4,,64.6,,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-x-elite,grace2,https://github.com/qualcomm/ai-hub-models/blob/main/tutorials/llm/grace.md,on-device prompt eval set,Grace2,%,Grading Response Accuracy Evaluation: percentage score from grading generated responses to the Grace2 prompt set with a grader LLM.,0.0,100.0,10.0,True,100.0
qwen3_0_6b,w4a16,genie,71.4,,57.1,,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-x-elite,grace2,https://github.com/qualcomm/ai-hub-models/blob/main/tutorials/llm/grace.md,on-device prompt eval set,Grace2,%,Grading Response Accuracy Evaluation: percentage score from grading generated responses to the Grace2 prompt set with a grader LLM.,0.0,100.0,10.0,True,100.0
qwen3_1_7b,q4_0,geniex_llamacpp,81.2,,78.2,,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-x-elite,grace2,https://github.com/qualcomm/ai-hub-models/blob/main/tutorials/llm/grace.md,on-device prompt eval set,Grace2,%,Grading Response Accuracy Evaluation: percentage score from grading generated responses to the Grace2 prompt set with a grader LLM.,0.0,100.0,10.0,True,100.0
qwen3_1_7b,w4a16,genie,81.2,,72.1,,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-x-elite,grace2,https://github.com/qualcomm/ai-hub-models/blob/main/tutorials/llm/grace.md,on-device prompt eval set,Grace2,%,Grading Response Accuracy Evaluation: percentage score from grading generated responses to the Grace2 prompt set with a grader LLM.,0.0,100.0,10.0,True,100.0
qwen3_4b,q4_0,geniex_llamacpp,93.1,,92.7,,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-x-elite,grace2,https://github.com/qualcomm/ai-hub-models/blob/main/tutorials/llm/grace.md,on-device prompt eval set,Grace2,%,Grading Response Accuracy Evaluation: percentage score from grading generated responses to the Grace2 prompt set with a grader LLM.,0.0,100.0,10.0,True,100.0
qwen3_4b,w4a16,genie,93.1,,70.1,,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-x-elite,grace2,https://github.com/qualcomm/ai-hub-models/blob/main/tutorials/llm/grace.md,on-device prompt eval set,Grace2,%,Grading Response Accuracy Evaluation: percentage score from grading generated responses to the Grace2 prompt set with a grader LLM.,0.0,100.0,10.0,True,100.0
qwen3_vl_2b_instruct,q4_0,geniex_llamacpp,,,77.1,,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-x-elite,grace2,https://github.com/qualcomm/ai-hub-models/blob/main/tutorials/llm/grace.md,on-device prompt eval set,Grace2,%,Grading Response Accuracy Evaluation: percentage score from grading generated responses to the Grace2 prompt set with a grader LLM.,0.0,100.0,10.0,True,100.0
amt_torchscript,float,qnn_dlc_via_qnn_ep,,,,40.7,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
cdcn_torchscript,float,tflite,,,,62.82,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
cdcn_torchscript,float,qnn_dlc,,,,62.82,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
cdcn_torchscript,float,qnn_dlc_via_qnn_ep,,,,62.82,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
cdcn_torchscript,float,onnx,,,,62.79,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
doc_enhancement_inpaint_torchscript,float,tflite,,,,12.5,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
doc_enhancement_inpaint_torchscript,float,qnn_dlc,,,,37.98,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
doc_enhancement_inpaint_torchscript,float,qnn_dlc_via_qnn_ep,,,,37.98,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
doc_enhancement_inpaint_torchscript,float,onnx,,,,37.98,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
doc_enhancement_object_removal_torchscript,float,tflite,,,,-17.87,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
doc_enhancement_object_removal_torchscript,float,qnn_dlc,,,,-17.87,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
doc_enhancement_object_removal_torchscript,float,qnn_dlc_via_qnn_ep,,,,-17.87,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
doc_enhancement_object_removal_torchscript,float,onnx,,,,-17.87,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
efficientformer_l1_onnx,float,tflite,,,,30.29,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
efficientformer_l1_onnx,float,qnn_dlc,,,,30.28,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
efficientformer_l1_onnx,float,qnn_dlc_via_qnn_ep,,,,30.28,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
efficientformer_l1_onnx,float,onnx,,,,30.28,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
efficientformer_onnx,float,tflite,,,,30.29,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
efficientformer_onnx,float,qnn_dlc,,,,30.28,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
efficientformer_onnx,float,qnn_dlc_via_qnn_ep,,,,30.28,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
efficientformer_onnx,float,onnx,,,,30.28,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
image_enhancement_cig_h_redrawing_torchscript,float,tflite,,,,22.79,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
image_enhancement_cig_h_redrawing_torchscript,float,qnn_dlc,,,,22.79,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
image_enhancement_cig_h_redrawing_torchscript,float,qnn_dlc_via_qnn_ep,,,,22.79,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
image_enhancement_cig_h_redrawing_torchscript,float,onnx,,,,16.14,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
image_enhancement_cig_i_redrawing_torchscript,float,tflite,,,,69.35,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
image_enhancement_cig_i_redrawing_torchscript,float,qnn_dlc,,,,69.35,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
image_enhancement_cig_i_redrawing_torchscript,float,qnn_dlc_via_qnn_ep,,,,69.35,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
image_enhancement_cig_i_redrawing_torchscript,float,onnx,,,,69.35,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
intern_image,float,qnn_dlc,,,,37.07,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
nanotrackv3template_torchscript,float,tflite,,,,49.18,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
nanotrackv3template_torchscript,float,qnn_dlc,,,,50.06,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
nanotrackv3template_torchscript,float,qnn_dlc_via_qnn_ep,,,,50.06,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
nanotrackv3template_torchscript,float,onnx,,,,50.06,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
photo_remaster_aideblur_fpn_torchscript,float,tflite,,,,62.43,66.2,70.56,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
photo_remaster_aideblur_fpn_torchscript,float,qnn_dlc,,,,62.43,66.2,70.56,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
photo_remaster_aideblur_v140_torchscript,float,tflite,,,,62.2,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
photo_remaster_aideblur_v140_torchscript,float,qnn_dlc,,,,62.2,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
photo_remaster_aideblur_v140_torchscript,float,qnn_dlc_via_qnn_ep,,,,62.2,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
photo_remaster_aideblur_v140_torchscript,float,onnx,,,,62.2,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcchunkdetection_torchscript,float,tflite,,,,76.34,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcchunkdetection_torchscript,float,qnn_dlc,,,,76.34,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcchunkdetection_torchscript,float,qnn_dlc_via_qnn_ep,,,,76.34,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcchunkdetection_torchscript,float,onnx,,,,76.34,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcdcvcdmc_360p_torchscript,float,qnn_dlc,,,,24.68,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcdcvcdmc_360p_torchscript,float,qnn_dlc_via_qnn_ep,,,,24.68,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcdcvcdmc_360p_torchscript,float,onnx,,,,24.68,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcdcvcintranoar_360p_torchscript,float,tflite,,,,38.39,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcdcvcintranoar_360p_torchscript,float,qnn_dlc_via_qnn_ep,,,,38.39,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcdcvcintranoar_360p_torchscript,float,onnx,,,,38.7,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcfacemodel_torchscript,float,tflite,,,,76.94,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcfacemodel_torchscript,float,qnn_dlc,,,,76.94,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcfacemodel_torchscript,float,qnn_dlc_via_qnn_ep,,,,76.94,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcfacemodel_torchscript,float,onnx,,,,76.85,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcgandecoder_torchscript,float,tflite,,,,43.43,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcgandecoder_torchscript,float,qnn_dlc,,,,43.44,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcgandecoder_torchscript,float,qnn_dlc_via_qnn_ep,,,,43.44,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcgandecoder_torchscript,float,onnx,,,,43.44,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcganencoder_torchscript,float,tflite,,,,,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcganencoder_torchscript,float,qnn_dlc,,,,,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcimagesegmentationrtmi_torchscript,float,tflite,,,,46.52,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcimagesegmentationrtmi_torchscript,float,qnn_dlc,,,,46.52,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcimagesegmentationrtmi_torchscript,float,qnn_dlc_via_qnn_ep,,,,46.52,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcimagesegmentationrtmi_torchscript,float,onnx,,,,46.52,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcmaskclassifier_torchscript,float,tflite,,,,51.44,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcmaskclassifier_torchscript,float,qnn_dlc,,,,51.44,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcmaskclassifier_torchscript,float,qnn_dlc_via_qnn_ep,,,,51.44,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcmaskclassifier_torchscript,float,onnx,,,,51.44,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcmultihead_torchscript,float,tflite,,,,72.06,66.44,52.32,48.54,54.41,35.42,34.1,17.18,16.28,60.02,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcpersonsegmentation_torchscript,float,tflite,,,,72.55,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcpersonsegmentation_torchscript,float,qnn_dlc,,,,72.55,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcpersonsegmentation_torchscript,float,qnn_dlc_via_qnn_ep,,,,72.55,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcpersonsegmentation_torchscript,float,onnx,,,,72.55,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcswifty_torchscript,float,tflite,,,,77.84,80.61,82.63,80.48,86.69,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tcswifty_torchscript,float,qnn_dlc,,,,77.84,80.61,82.63,80.48,86.69,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tctc2convnet_torchscript,float,tflite,,,,86.91,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tctc2convnet_torchscript,float,qnn_dlc,,,,86.1,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tctc2convnet_torchscript,float,qnn_dlc_via_qnn_ep,,,,86.1,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tctc2convnet_torchscript,float,onnx,,,,86.1,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tctc2decoderstep_torchscript,float,tflite,,,,73.66,72.32,74.63,73.75,58.35,76.6,71.98,71.25,100.0,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tctc2encoderstep_torchscript,float,tflite,,,,72.56,72.32,72.4,73.37,73.04,72.9,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tctc2encoderstep_torchscript,float,qnn_dlc,,,,12.37,7.359,8.47,24.68,2.168,24.8,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tctc2encoderstep_torchscript,float,qnn_dlc_via_qnn_ep,,,,7.113,3.963,8.47,6.478,2.318,8.522,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tctc2encoderstep_torchscript,float,onnx,,,,72.56,72.32,72.4,73.37,73.04,72.9,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tctc2memorylayer_torchscript,float,tflite,,,,82.59,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
tctc2memorylayer_torchscript,float,qnn_dlc,,,,82.59,,,,,,,,,,2026-09-06,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,,
